"Kod";"Nazwa";"Miesiące";"Rodzaje towarów i usług";"Cena i wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0600000;"LUBELSKIE";"czerwiec";"karp świeży - za 1kg";"cena";"2014";0.00;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"karp świeży - za 1kg";"cena";"2015";0.00;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"karp świeży - za 1kg";"cena";"2016";0.00;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"karp świeży - za 1kg";"cena";"2017";0.00;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"karp świeży - za 1kg";"cena";"2018";0.00;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"karp świeży - za 1kg";"cena";"2019";0.00;"zł";"x";
0600000;"LUBELSKIE";"czerwiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2006";1.64;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2007";1.75;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2008";2.16;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2009";2.13;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2010";2.16;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2011";2.36;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2012";2.46;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2013";2.47;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2014";2.57;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2015";2.44;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2016";2.28;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2017";2.43;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2018";2.48;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2019";2.56;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2006";;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2007";;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2008";;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2009";;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2010";;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2011";;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2012";;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2013";;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2014";;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2015";;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2016";;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2017";;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2018";;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2019";0.60;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2006";3.01;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2007";3.03;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2008";4.02;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2009";3.39;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2010";4.15;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2011";4.39;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2012";4.57;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2013";4.57;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2014";4.62;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2015";4.02;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2016";3.93;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2017";5.06;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2018";6.27;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2019";6.00;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2006";2.12;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2007";1.75;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2008";2.71;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2009";3.24;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2010";2.21;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2011";2.81;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2012";3.08;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2013";2.97;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2014";2.37;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2015";3.69;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2016";2.62;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2017";1.93;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2018";4.15;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2019";4.04;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"herbata czarna. liściasta - za 100g";"cena";"2006";1.99;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"herbata czarna. liściasta - za 100g";"cena";"2007";2.01;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"herbata czarna. liściasta - za 100g";"cena";"2008";2.46;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"herbata czarna. liściasta - za 100g";"cena";"2009";2.85;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"herbata czarna. liściasta - za 100g";"cena";"2010";3.15;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"herbata czarna. liściasta - za 100g";"cena";"2011";3.02;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"herbata czarna. liściasta - za 100g";"cena";"2012";3.14;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"herbata czarna. liściasta - za 100g";"cena";"2013";3.24;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"herbata czarna. liściasta - za 100g";"cena";"2014";3.45;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"herbata czarna. liściasta - za 100g";"cena";"2015";3.35;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"herbata czarna. liściasta - za 100g";"cena";"2016";4.23;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"herbata czarna. liściasta - za 100g";"cena";"2017";4.43;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"herbata czarna. liściasta - za 100g";"cena";"2018";4.74;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"herbata czarna. liściasta - za 100g";"cena";"2019";7.30;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"ciepła woda - za 1m3";"cena";"2006";16.31;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"ciepła woda - za 1m3";"cena";"2007";16.22;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"ciepła woda - za 1m3";"cena";"2008";16.96;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"ciepła woda - za 1m3";"cena";"2009";18.28;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"ciepła woda - za 1m3";"cena";"2010";18.97;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"ciepła woda - za 1m3";"cena";"2011";19.97;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"ciepła woda - za 1m3";"cena";"2012";20.93;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"ciepła woda - za 1m3";"cena";"2013";22.35;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"ciepła woda - za 1m3";"cena";"2014";23.61;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"ciepła woda - za 1m3";"cena";"2015";24.55;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"ciepła woda - za 1m3";"cena";"2016";25.26;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"ciepła woda - za 1m3";"cena";"2017";24.71;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"ciepła woda - za 1m3";"cena";"2018";24.15;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"ciepła woda - za 1m3";"cena";"2019";24.13;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"olej napędowy - za 1l";"cena";"2006";;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"olej napędowy - za 1l";"cena";"2007";;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"olej napędowy - za 1l";"cena";"2008";;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"olej napędowy - za 1l";"cena";"2009";;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"olej napędowy - za 1l";"cena";"2010";;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"olej napędowy - za 1l";"cena";"2011";;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"olej napędowy - za 1l";"cena";"2012";;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"olej napędowy - za 1l";"cena";"2013";5.45;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"olej napędowy - za 1l";"cena";"2014";5.36;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"olej napędowy - za 1l";"cena";"2015";4.76;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"olej napędowy - za 1l";"cena";"2016";4.27;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"olej napędowy - za 1l";"cena";"2017";4.25;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"olej napędowy - za 1l";"cena";"2018";5.08;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"olej napędowy - za 1l";"cena";"2019";5.21;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"bilet do kina";"cena";"2006";12.83;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"bilet do kina";"cena";"2007";13.00;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"bilet do kina";"cena";"2008";13.17;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"bilet do kina";"cena";"2009";13.18;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"bilet do kina";"cena";"2010";13.82;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"bilet do kina";"cena";"2011";14.08;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"bilet do kina";"cena";"2012";14.64;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"bilet do kina";"cena";"2013";15.18;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"bilet do kina";"cena";"2014";16.09;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"bilet do kina";"cena";"2015";17.11;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"bilet do kina";"cena";"2016";17.00;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"bilet do kina";"cena";"2017";17.17;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"bilet do kina";"cena";"2018";17.04;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"bilet do kina";"cena";"2019";18.00;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2006";1.88;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2007";1.67;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2008";1.68;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2009";1.81;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2010";2.00;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2011";2.17;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2012";2.19;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2013";2.20;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2014";2.02;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2015";2.10;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2016";2.03;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2017";2.15;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2018";;"zł";"";
0600000;"LUBELSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2019";;"zł";"";
0600000;"LUBELSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2006";0.00;"zł";"";
0600000;"LUBELSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2007";0.00;"zł";"";
0600000;"LUBELSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2008";0.00;"zł";"";
0600000;"LUBELSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2009";0.00;"zł";"";
0600000;"LUBELSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2010";0.00;"zł";"";
0600000;"LUBELSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2011";0.00;"zł";"";
0600000;"LUBELSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2012";0.00;"zł";"";
0600000;"LUBELSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2013";0.00;"zł";"";
0600000;"LUBELSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2014";0.00;"zł";"";
0600000;"LUBELSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2015";0.00;"zł";"";
0600000;"LUBELSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2016";0.00;"zł";"";
0600000;"LUBELSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2017";0.00;"zł";"";
0600000;"LUBELSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2018";0.00;"zł";"";
0600000;"LUBELSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2019";0.00;"zł";"x";
0600000;"LUBELSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2006";1.64;"zł";"";
0600000;"LUBELSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2007";1.76;"zł";"";
0600000;"LUBELSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2008";2.18;"zł";"";
0600000;"LUBELSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2009";2.17;"zł";"";
0600000;"LUBELSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2010";2.15;"zł";"";
0600000;"LUBELSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2011";2.40;"zł";"";
0600000;"LUBELSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2012";2.46;"zł";"";
0600000;"LUBELSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2013";2.49;"zł";"";
0600000;"LUBELSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2014";2.58;"zł";"";
0600000;"LUBELSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2015";2.44;"zł";"";
0600000;"LUBELSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2016";2.33;"zł";"";
0600000;"LUBELSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2017";2.46;"zł";"";
0600000;"LUBELSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2018";2.60;"zł";"";
0600000;"LUBELSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2019";2.54;"zł";"";
0600000;"LUBELSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2006";;"zł";"";
0600000;"LUBELSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2007";;"zł";"";
0600000;"LUBELSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2008";;"zł";"";
0600000;"LUBELSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2009";;"zł";"";
0600000;"LUBELSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2010";;"zł";"";
0600000;"LUBELSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2011";;"zł";"";
0600000;"LUBELSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2012";;"zł";"";
0600000;"LUBELSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2013";;"zł";"";
0600000;"LUBELSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2014";;"zł";"";
0600000;"LUBELSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2015";;"zł";"";
0600000;"LUBELSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2016";;"zł";"";
0600000;"LUBELSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2017";;"zł";"";
0600000;"LUBELSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2018";;"zł";"";
0600000;"LUBELSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2019";0.62;"zł";"";
0600000;"LUBELSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2006";3.06;"zł";"";
0600000;"LUBELSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2007";3.11;"zł";"";
0600000;"LUBELSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2008";3.90;"zł";"";
0600000;"LUBELSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2009";3.42;"zł";"";
0600000;"LUBELSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2010";4.23;"zł";"";
0600000;"LUBELSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2011";4.50;"zł";"";
0600000;"LUBELSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2012";4.28;"zł";"";
0600000;"LUBELSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2013";4.45;"zł";"";
0600000;"LUBELSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2014";4.60;"zł";"";
0600000;"LUBELSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2015";3.95;"zł";"";
0600000;"LUBELSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2016";3.92;"zł";"";
0600000;"LUBELSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2017";5.67;"zł";"";
0600000;"LUBELSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2018";6.42;"zł";"";
0600000;"LUBELSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2019";6.07;"zł";"";
0600000;"LUBELSKIE";"lipiec";"marchew - za 1 kg";"cena";"2006";2.25;"zł";"";
0600000;"LUBELSKIE";"lipiec";"marchew - za 1 kg";"cena";"2007";2.05;"zł";"";
0600000;"LUBELSKIE";"lipiec";"marchew - za 1 kg";"cena";"2008";2.45;"zł";"";
0600000;"LUBELSKIE";"lipiec";"marchew - za 1 kg";"cena";"2009";2.28;"zł";"";
0600000;"LUBELSKIE";"lipiec";"marchew - za 1 kg";"cena";"2010";2.05;"zł";"";
0600000;"LUBELSKIE";"lipiec";"marchew - za 1 kg";"cena";"2011";2.23;"zł";"";
0600000;"LUBELSKIE";"lipiec";"marchew - za 1 kg";"cena";"2012";3.22;"zł";"";
0600000;"LUBELSKIE";"lipiec";"marchew - za 1 kg";"cena";"2013";3.27;"zł";"";
0600000;"LUBELSKIE";"lipiec";"marchew - za 1 kg";"cena";"2014";1.95;"zł";"";
0600000;"LUBELSKIE";"lipiec";"marchew - za 1 kg";"cena";"2015";3.35;"zł";"";
0600000;"LUBELSKIE";"lipiec";"marchew - za 1 kg";"cena";"2016";2.51;"zł";"";
0600000;"LUBELSKIE";"lipiec";"marchew - za 1 kg";"cena";"2017";2.26;"zł";"";
0600000;"LUBELSKIE";"lipiec";"marchew - za 1 kg";"cena";"2018";3.63;"zł";"";
0600000;"LUBELSKIE";"lipiec";"marchew - za 1 kg";"cena";"2019";3.97;"zł";"";
0600000;"LUBELSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2006";1.99;"zł";"";
0600000;"LUBELSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2007";2.02;"zł";"";
0600000;"LUBELSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2008";2.50;"zł";"";
0600000;"LUBELSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2009";2.85;"zł";"";
0600000;"LUBELSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2010";3.02;"zł";"";
0600000;"LUBELSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2011";3.08;"zł";"";
0600000;"LUBELSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2012";3.15;"zł";"";
0600000;"LUBELSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2013";3.26;"zł";"";
0600000;"LUBELSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2014";3.42;"zł";"";
0600000;"LUBELSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2015";3.36;"zł";"";
0600000;"LUBELSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2016";4.25;"zł";"";
0600000;"LUBELSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2017";4.55;"zł";"";
0600000;"LUBELSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2018";4.77;"zł";"";
0600000;"LUBELSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2019";7.24;"zł";"";
0600000;"LUBELSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2006";16.31;"zł";"";
0600000;"LUBELSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2007";16.22;"zł";"";
0600000;"LUBELSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2008";17.04;"zł";"";
0600000;"LUBELSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2009";18.36;"zł";"";
0600000;"LUBELSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2010";19.04;"zł";"";
0600000;"LUBELSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2011";19.57;"zł";"";
0600000;"LUBELSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2012";21.29;"zł";"";
0600000;"LUBELSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2013";22.52;"zł";"";
0600000;"LUBELSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2014";23.61;"zł";"";
0600000;"LUBELSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2015";24.64;"zł";"";
0600000;"LUBELSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2016";25.26;"zł";"";
0600000;"LUBELSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2017";24.71;"zł";"";
0600000;"LUBELSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2018";24.15;"zł";"";
0600000;"LUBELSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2019";24.13;"zł";"";
